Id,SalePrice
1461,120613.74934177953
1462,153370.69431007144
1463,183115.34327448468
1464,198656.6597575219
1465,195731.3834919647
1466,170741.52461792843
1467,175868.86874360632
1468,161224.0100698852
1469,201152.48275689536
1470,117236.0678271469
1471,189671.17204773205
1472,97090.98060400522
1473,93958.0282388387
1474,142928.98048023452
1475,105818.15997036923
1476,369049.0577756668
1477,242533.134547239
1478,292365.6585715162
1479,295863.3556582225
1480,477132.6268032535
1481,328415.5077065027
1482,210317.27162240772
1483,182613.12555801505
1484,158706.11038648654
1485,196355.56741872773
1486,195917.48765428565
1487,335755.3388349432
1488,234855.77171566387
1489,193733.27818904465
1490,249103.85616497317
1491,196939.12435427803
1492,95320.92402254796
1493,190702.17272836564
1494,289569.6971700991
1495,291195.814357591
1496,234690.37901715213
1497,181503.03126816923
1498,170170.24367613113
1499,163123.5566181921
1500,162100.0330553269
1501,180140.80006513762
1502,143842.47970319423
1503,284294.9275233368
1504,240682.54977723034
1505,226081.18034238002
1506,192452.16588341584
1507,247270.16573289313
1508,202416.40415698153
1509,162093.08798003197
1510,144586.65147505776
1511,151389.9787098346
1512,177127.04074236006
1513,156745.6361884073
1514,152779.0050065444
1515,198355.31077419667
1516,158316.69582061336
1517,172410.6764912506
1518,133241.9987814054
1519,208033.58930334097
1520,126487.46383679897
1521,131181.33126057818
1522,186540.9918843062
1523,109859.69244732437
1524,132805.065526293
1525,118755.44025217027
1526,109763.40700591248
1527,109454.80731163816
1528,139973.01458396844
1529,150877.52945567446
1530,184482.56560708248
1531,105855.79353642031
1532,97331.37141564238
1533,152968.6288035579
1534,125440.50624370975
1535,149410.51671060437
1536,109387.45678622295
1537,56819.84936215695
1538,143047.07703306098
1539,192241.98966673765
1540,99823.74392395798
1541,142930.9116449799
1542,146242.2197412861
1543,186598.0391842055
1544,87227.40184640275
1545,115571.54130940782
1546,141341.6168469252
1547,129828.03647234307
1548,140754.2439290989
1549,122362.95301869854
1550,134307.49981573786
1551,105802.10717708262
1552,136211.51663846563
1553,150780.38049769233
1554,116940.43261387567
1555,164258.41344216868
1556,82932.27494058778
1557,109567.77943653232
1558,101504.69996058344
1559,58291.53200645252
1560,136131.6756426578
1561,128916.8928907056
1562,131662.03601682917
1563,121992.39925966423
1564,155079.51371160266
1565,149977.03394156255
1566,245045.97292723754
1567,77944.65327142876
1568,235834.22472867387
1569,127010.22562590218
1570,142464.36316532854
1571,130427.05009163146
1572,144807.64955715404
1573,244122.20484139601
1574,124962.62253953781
1575,237627.02222074146
1576,250983.28272497837
1577,180825.58804237784
1578,145817.56513237476
1579,145741.29169542567
1580,194103.05248651627
1581,158243.4315708868
1582,124123.21672708711
1583,283171.52064941695
1584,217167.03692325362
1585,135912.87425502975
1586,62231.346250100636
1587,110309.88941790776
1588,156339.63183087853
1589,100500.97595272982
1590,136988.09998077137
1591,94830.40251956186
1592,121018.64269900885
1593,122035.78066284703
1594,118228.59316083777
1595,104481.0738890699
1596,218716.9059488749
1597,198773.1388974851
1598,235359.2384201487
1599,166869.98225372416
1600,155864.6282570542
1601,61578.145382469054
1602,119216.22107644069
1603,71709.45664785655
1604,274857.3506622237
1605,241756.22465545646
1606,170047.43377183616
1607,178071.30550569654
1608,221194.68876865145
1609,181917.23932220915
1610,153507.19925366607
1611,147060.00821147277
1612,177045.50717042433
1613,167658.46923650696
1614,133827.43290158638
1615,95277.51723835879
1616,80387.92745933242
1617,94318.06787653099
1618,125436.10753023172
1619,135613.31226816558
1620,142205.05635975403
1621,141251.71785091536
1622,138743.11852270554
1623,265346.66873978375
1624,220048.8587166252
1625,115625.79949932822
1626,170474.55026258412
1627,192005.86787218179
1628,273686.84653580043
1629,180828.55161888537
1630,345498.6119530229
1631,231876.81054474539
1632,244497.0725477628
1633,172806.87299236428
1634,186603.03039573558
1635,173208.0380529994
1636,150416.7801899576
1637,203474.48396953676
1638,180306.55399683493
1639,189299.00160535332
1640,246716.53095158926
1641,185627.62603618248
1642,253442.62911662224
1643,209984.2982954241
1644,229592.30728614624
1645,193291.30012166125
1646,155846.19577076123
1647,155867.7995103861
1648,129472.53266607919
1649,140441.9224760712
1650,109826.52632333199
1651,119292.474844601
1652,97045.49745517409
1653,99197.16601123134
1654,139543.9304196162
1655,127855.53537050643
1656,138105.14642204813
1657,146018.5889209728
1658,141846.12209855477
1659,110645.03965272839
1660,159412.0856709922
1661,422810.5478444657
1662,389762.41551011126
1663,379870.27640844666
1664,486876.28584362107
1665,311179.6793037221
1666,325358.7896015186
1667,387203.5403107581
1668,354485.7894478014
1669,307834.02115706156
1670,345494.9783263943
1671,256130.19875630314
1672,393067.4658620178
1673,276819.7171638708
1674,230800.76922088335
1675,196898.53966800548
1676,199146.75265701328
1677,220979.58842451492
