Id,SalePrice
1461,123838.6134313766
1462,159325.15240470547
1463,185670.65138882003
1464,190075.44736988036
1465,188312.10380077764
1466,171764.83497984934
1467,170220.89924653433
1468,162618.81194196056
1469,176623.42231593622
1470,124866.54577237435
1471,188442.03061522212
1472,96383.0669487628
1473,99750.90134144388
1474,145410.5214925144
1475,117687.95009918156
1476,370850.4107023083
1477,259970.50671271907
1478,285481.054914956
1479,271107.7496475957
1480,531022.5223173115
1481,329519.256300785
1482,205716.39909372354
1483,179063.0366400964
1484,174758.43383669655
1485,181776.29876563227
1486,192698.03043689043
1487,343596.3218850224
1488,224871.87401768958
1489,207826.3255071246
1490,224625.26589366375
1491,192124.10511331135
1492,98243.60139194113
1493,188877.36933748698
1494,285440.87611928786
1495,274809.47886115697
1496,244499.68606272756
1497,179416.56017487764
1498,165810.32679463003
1499,163652.43122416496
1500,162753.9202913717
1501,179525.69372595186
1502,149881.46914565418
1503,263383.949346754
1504,244150.5676618847
1505,229850.61365570387
1506,171905.23010589246
1507,243864.74179746408
1508,195682.17136132024
1509,161186.94882144246
1510,150914.66359393857
1511,146833.2043696067
1512,168108.80027429602
1513,148360.0134848758
1514,163974.33058673172
1515,187844.40983213863
1516,138204.91587264533
1517,152545.013052615
1518,131869.95629987534
1519,231455.01432057458
1520,133955.7065837431
1521,138364.14185161766
1522,165655.72771568847
1523,112100.42691854166
1524,121550.30867153395
1525,118557.69291099715
1526,115862.87777881105
1527,105016.30765779695
1528,129317.42049780772
1529,160518.2964395534
1530,172682.0822280983
1531,108221.4191563028
1532,97398.779837489
1533,149051.08919402544
1534,122630.56333579867
1535,152180.76140105797
1536,109986.7342743088
1537,69500.1396009412
1538,156767.377072111
1539,191745.01731818932
1540,90582.08494863872
1541,138362.39345495458
1542,147202.86112291712
1543,211457.38312989316
1544,79784.48301434936
1545,113928.82184191245
1546,127251.77124788021
1547,144579.17183872624
1548,142626.65185736207
1549,112634.55030286232
1550,143778.22532631698
1551,108117.69988128584
1552,137174.7184512949
1553,157335.471954971
1554,111035.49067748623
1555,164243.96473505266
1556,85384.97530935652
1557,103080.0939009104
1558,95924.71514286246
1559,85614.05160066922
1560,119275.37281214635
1561,145494.39982525827
1562,126670.94438647636
1563,125291.51028222064
1564,160588.16194773052
1565,148187.96968867467
1566,241338.7186981926
1567,73652.78228153892
1568,225255.0235224899
1569,138617.59026860847
1570,138276.33269002015
1571,109829.55811540803
1572,148183.2965498942
1573,239464.89484779083
1574,119414.81050359004
1575,208911.58304685977
1576,229024.50775763157
1577,203460.55033160833
1578,138849.77451399626
1579,138385.17334466253
1580,188925.81929588952
1581,140793.6788568555
1582,126429.1989129219
1583,322743.86620451487
1584,229081.37674584164
1585,140687.42843704793
1586,72353.3071444509
1587,100538.42391257688
1588,143417.79157269045
1589,105297.4464127917
1590,133564.7783975422
1591,95655.45229684537
1592,119815.25713818226
1593,128525.50056124022
1594,145335.1585668246
1595,119806.62237002552
1596,233920.4740906549
1597,185637.65050730208
1598,201620.6425395382
1599,157543.13115295948
1600,169916.09779543694
1601,67171.24779124727
1602,113896.7847775842
1603,96612.63328282714
1604,258862.79345479803
1605,240211.28836521006
1606,172613.39007715383
1607,159320.58306457114
1608,216059.61403891857
1609,192212.07731658506
1610,155919.50998178002
1611,140243.07148872598
1612,175691.88987258807
1613,173502.75953532453
1614,123981.70193865034
1615,89521.87741776987
1616,70053.497644912
1617,87843.79662785024
1618,125354.21705146169
1619,136421.67065002272
1620,180724.83607994264
1621,132676.23108000902
1622,138743.704293914
1623,304226.3236057544
1624,198213.1365191656
1625,113359.86960286202
1626,157932.87458622354
1627,195178.02484482093
1628,261353.55217968827
1629,183263.13184726474
1630,378146.2370692749
1631,213033.00529345626
1632,238088.79552330906
1633,173598.18432398618
1634,187476.99025589024
1635,174606.8580622326
1636,157396.6736940777
1637,203813.98667639162
1638,190001.03136178665
1639,172510.13817749306
1640,251427.40740239547
1641,171319.2558849199
1642,238315.19540579332
1643,219678.07390603208
1644,241950.43108533323
1645,194219.30318453384
1646,162297.7852990788
1647,156448.5877906849
1648,135279.18248711934
1649,144158.72000206372
1650,124580.64189243561
1651,121121.80019047564
1652,98410.66253002781
1653,103008.05132185844
1654,145266.3709904378
1655,144824.06257447693
1656,143178.2587569412
1657,148705.17515833286
1658,140633.77497554754
1659,125243.92668283067
1660,151914.3586076444
1661,471399.7731014299
1662,373181.6264181046
1663,359749.9451909839
1664,521405.52379764925
1665,307665.3347580483
1666,326835.44325240626
1667,369664.5759523952
1668,321563.0055999742
1669,277300.8835898512
1670,345575.49181604077
1671,258945.15880525444
1672,525775.855354097
1673,290617.2313007891
1674,237921.67641649826
1675,193741.57090384598
1676,192337.4907028518
1677,217007.1495824522
1678,527476.2492977403
1679,405263.81926063774
1680,346296.4349317742
1681,232878.9310622087
1682,295553.082851075
1683,180675.09320169382
1684,170493.4132201502
1685,170543.60320416297
1686,168486.16250961076
1687,167887.8647719416
1688,189220.7379280003
1689,195738.02711954177
1690,191464.45418425367
1691,179633.49358888625
1692,250809.21364177344
1693,177585.36180505162
1694,184459.7299350404
1695,168647.9039808774
1696,269808.8384038794
1697,169393.3966935796
1698,346023.25637563964
1699,316323.3657035907
1700,240803.7738922277
1701,274715.46188977576
1702,256373.05534265176
1703,258090.33157607002
1704,293629.46806667495
1705,224600.73437729152
1706,470392.0798612181
1707,209200.56978325982
1708,217011.00647491126
1709,266605.33809469175
1710,224911.57576215063
1711,268773.959268294
1712,268162.5644829474
1713,273490.3949708419
1714,232425.83422906013
1715,206319.03656307905
1716,186550.5847187122
1717,172847.37563623584
1718,138457.25223015287
1719,194239.82532434122
1720,235287.5682342485
1721,165685.35915548616
1722,125351.53097357207
1723,164480.39249793164
1724,213402.06268053286
1725,250879.83633297728
1726,192317.1531037367
1727,169319.48413122044
1728,176930.39745441763
1729,171979.1150322152
1730,147850.1139295241
1731,123104.11888026996
1732,136905.71853268065
